Time,Iteration,Cost,Parameters
Sat Aug 24 08:02:36 2024,194,0.18279195824790437,[-2.78716618  2.23808996 -2.10347932 -0.12129456  0.54420345]
Sat Aug 24 08:03:47 2024,195,0.1854166219254797,[-2.78639447  2.23731825 -2.10425103 -0.12206627  0.54343175]
Sat Aug 24 08:04:57 2024,196,0.18210797105902696,[-2.78563024  2.23655403 -2.10348681 -0.12283049  0.54419597]
Sat Aug 24 08:06:08 2024,197,0.18349959893157763,[-2.78554612  2.23646991 -2.10340268 -0.12291462  0.54428009]
Sat Aug 24 08:07:19 2024,198,0.18547784290119826,[-2.78446283  2.2375532  -2.10448598 -0.12399791  0.5431968 ]
Sat Aug 24 08:08:30 2024,199,0.18329618687140758,[-2.78442969  2.23758634 -2.10445284 -0.12396478  0.54316366]
Sat Aug 24 08:09:41 2024,200,0.18464029418890895,[-2.78364523  2.23680187 -2.10366838 -0.12474924  0.5423792 ]
Sat Aug 24 08:10:52 2024,201,0.1859006718869773,[-2.78364919  2.23679792 -2.10367234 -0.12475319  0.54238316]
Sat Aug 24 08:12:03 2024,202,0.18568057498285778,[-2.78282154  2.23597027 -2.1028447  -0.12392555  0.54155552]
Sat Aug 24 08:13:14 2024,203,0.18708890158944053,[-2.7822954   2.23649641 -2.10231855 -0.12339941  0.54208166]
Sat Aug 24 08:14:24 2024,204,0.18401483831227664,[-2.78213425  2.23633526 -2.1021574  -0.12356056  0.5419205 ]
Sat Aug 24 08:15:35 2024,205,0.1829681215520401,[-2.78154797  2.23574899 -2.10274368 -0.12414684  0.54250678]
Sat Aug 24 08:16:45 2024,206,0.18215615254347597,[-2.78092511  2.23637185 -2.10336654 -0.1247697   0.54188392]
Sat Aug 24 08:17:56 2024,207,0.1851336813634098,[-2.78030713  2.23698983 -2.10398453 -0.12538768  0.54126593]
Sat Aug 24 08:19:07 2024,208,0.18428400523334854,[-2.77930369  2.2359864  -2.10498796 -0.12639112  0.5402625 ]
Sat Aug 24 08:20:18 2024,209,0.1867156184955522,[-2.77868059  2.2353633  -2.10436486 -0.12701422  0.5408856 ]
Sat Aug 24 08:21:29 2024,210,0.1857134465691288,[-2.7783508   2.2356931  -2.10403507 -0.12734401  0.54121539]
Sat Aug 24 08:22:40 2024,211,0.18370529526138485,[-2.77759216  2.23645174 -2.10479371 -0.12658537  0.54197403]
Sat Aug 24 08:23:51 2024,212,0.18667934269301598,[-2.776592    2.23545157 -2.10379354 -0.12558521  0.54097387]
Sat Aug 24 08:25:02 2024,213,0.1871438152131394,[-2.77605965  2.23491922 -2.10432589 -0.12505286  0.54150622]
Sat Aug 24 08:26:13 2024,214,0.1897406298702511,[-2.77620761  2.23477126 -2.10417793 -0.12520083  0.54165419]
Sat Aug 24 08:27:24 2024,215,0.18377155357581856,[-2.77600407  2.23497481 -2.10397438 -0.12540438  0.54145064]
